"service_id","date","exception_type"
"81_土日祝(村外)","20220718","1"
"81_土日祝(村外)","20220811","1"
"81_土日祝(村外)","20220815","1"
"81_年末年始(村外)","20211231","1"
"81_年末年始(村外)","20220101","1"
"81_年末年始(村外)","20220102","1"
"81_平日(村外)","20210920","2"
"81_平日(村外)","20210923","2"
"81_平日(村外)","20211011","2"
"81_平日(村外)","20211103","2"
"81_平日(村外)","20211123","2"
"81_平日(村外)","20211230","2"
"81_平日(村外)","20220103","2"
"81_平日(村外)","20220110","2"
"81_平日(村外)","20220211","2"
"81_平日(村外)","20220223","2"
"81_平日(村外)","20220321","2"
"81_平日(村外)","20220429","2"
"81_平日(村外)","20220503","2"
"81_平日(村外)","20220504","2"
"81_平日(村外)","20220505","2"
"81_平日(村外)","20220718","2"
"81_平日(村外)","20220811","2"
"81_平日(村外)","20220815","2"
"81_平日（村内）","20210920","2"
"81_平日（村内）","20210923","2"
"81_平日（村内）","20211011","2"
"81_平日（村内）","20211103","2"
"81_平日（村内）","20211123","2"
"81_平日（村内）","20211229","2"
"81_平日（村内）","20211230","2"
"81_平日（村内）","20211231","2"
"81_平日（村内）","20220103","2"
"81_平日（村内）","20220110","2"
"81_平日（村内）","20220211","2"
"81_平日（村内）","20220223","2"
"81_平日（村内）","20220321","2"
"81_平日（村内）","20220429","2"
"81_平日（村内）","20220503","2"
"81_平日（村内）","20220504","2"
"81_平日（村内）","20220505","2"
"81_平日（村内）","20220718","2"
"81_平日（村内）","20220811","2"
"89_月水金","20201123","2"
"89_月水金","20210101","2"
"89_月水金","20210111","2"
"89_月水金","20210503","2"
"89_月水金","20210505","2"
"89_月水金","20210723","2"
"89_月水金","20210809","2"
"89_月水金","20210811","2"
"89_月水金","20210813","2"
"89_月水金","20210920","2"
"89_平日","20201103","2"
"89_平日","20201123","2"
"89_平日","20201231","2"
"89_平日","20210101","2"
"89_平日","20210111","2"
"89_平日","20210211","2"
"89_平日","20210223","2"
"89_平日","20210429","2"
"89_平日","20210503","2"
"89_平日","20210504","2"
"89_平日","20210505","2"
"89_平日","20210722","2"
"89_平日","20210723","2"
"89_平日","20210809","2"
"89_平日","20210811","2"
"89_平日","20210813","2"
"89_平日","20210920","2"
"89_平日","20210923","2"
